#  STRING NAME (do not change!);English;French;Italian;Spanish;German;Polish;Portugese;Russian;;Extra2;X
## Generic strings;;;;;;;;;;;X
##;;;;;;;;;;;X
EVT_68502_DESC;Transnistria, also known as Trans-Dniester, Transdniestria, and Pridnestrovie is a disputed region in the southeastern Europe. Since its declaration of independence in 1990, followed by the War of Transnistria in 1992, it is governed by the unrecognized Pridnestrovian Moldavian Republic, which claims the left bank of the river Dniester and the city of Bendery within the former Moldavian SSR. The modern Republic of Moldova does not recognize the secession and considers PMR-controlled territories to be a part of Moldova's sovereign territory. After the dissolution of the USSR, Transnistria declared independence leading to a war with Moldova that started in March 1992 and was concluded by the ceasefire of July 1992. Although the ceasefire has held, the territory's political status remains unresolved: De jure part of Moldova, Transnistria is a de facto independent. After the recent Russian intervention in Ukraine many fear that the next target for Russia will be Moldova, and with it, Romania. Subsequently, support for a reunification of Romania and Moldova has risen considerably. Hawkish circles within our government propose, claiming covert support from the United States, that we annex Moldova and Transnistria with it. Whatever we do, it will be easier to dow now than later...;;;;;;;;;;X
EVT_68503_NAME;Situation in Transnistria;;;;;;;;;;X
EVT_68503_DESC;Following the recent flare-up in Ukraine more trouble comes from the region. Our intelligence reports that Romanian forces have been placed on high alert and positioned along the border of Moldova. Moldova has called a general mobilization, but interestingly enough, their forces are all concentrated on the border with its breakaway republic Transnistria. It seems that Romania and Moldova are planning a joint military operation against Transnistria before Russia has the chance of doing something about it.;;;;;;;;;;X
EVT_68504_NAME;Intervention in Transnistria;;;;;;;;;;X
EVT_68504_DESC;The military intervention in Transnistria will begin this morning. Our forces are ready to attack.;;;;;;;;;;X
EVT_68505_NAME;Romanian intervention in Transnistria;;;;;;;;;;X
EVT_68505_DESC;Following the recent flare-up in Ukraine more trouble comes from the region. As of this morning Romanian forces are involved in a military invasion of Transnistria trough Moldova's territory. Moldova has called a general mobilization, but interestingly enough, their forces are all concentrated on the border with its breakaway republic Transnistria and do not engage Romanian forces. It seems that Romania and Moldova are conducting a joint military operation against Transnistria before Russia has the chance of doing something about it.;;;;;;;;;;X
EVT_68506_NAME;Romanian intervention in Transnistria;;;;;;;;;;X
EVT_68506_DESC;Following the recent flare-up in Ukraine more trouble comes from the region. As of this morning Romanian forces are involved in a military invasion of Transnistria trough Moldova's territory. Moldova has called a general mobilization, but interestingly enough, their forces are all concentrated on the border with its breakaway republic Transnistria and do not engage Romanian forces. It seems that Romania and Moldova are conducting a joint military operation against Transnistria before Russia has the chance of doing something about it.;;;;;;;;;;X
EVT_68507_NAME;Romanian intervention in Transnistria;;;;;;;;;;X
EVT_68507_DESC;Following the recent flare-up in Ukraine more trouble comes from the region. As of this morning Romanian forces are involved in a military invasion of Transnistria trough Moldova's territory. Moldova has called a general mobilization, but interestingly enough, their forces are all concentrated on the border with its breakaway republic Transnistria and do not engage Romanian forces. It seems that Romania and Moldova are conducting a joint military operation against Transnistria before Russia has the chance of doing something about it.;;;;;;;;;;X
EVT_68508_NAME;Romanian intervention in Transnistria;;;;;;;;;;X
EVT_68508_DESC;Following the recent flare-up in Ukraine more trouble comes from the region. As of this morning Romanian forces are involved in a military invasion of Transnistria trough Moldova's territory. Moldova has called a general mobilization, but interestingly enough, their forces are all concentrated on the border with its breakaway republic Transnistria and do not engage Romanian forces. It seems that Romania and Moldova are conducting a joint military operation against Transnistria before Russia has the chance of doing something about it.;;;;;;;;;;X
EVT_68509_NAME;Unification of Romania and Moldova;;;;;;;;;;X
EVT_68509_DESC;Following the swift victory of our forces in Transnistria, a unification declaration has been drafted and ratified by both country's Parliaments. A large unification celebration celebration was held in Bucharest on which the President of Romania announced that 'as of today, Romania is finally united'.;;;;;;;;;;X
EVT_68510_NAME;Integration of Transnistria;;;;;;;;;;X
EVT_68510_DESC;Integrating Transnistria into Romania has proven to be a large problem for our civil administration, largely due to Russian and Ukrainian sabotage actions. The US State Department has proposed that we attempt to bring Ukraine to the negotiating table. Since one third of Transnistrian population is Ukrainian they could help immensely in stabilizing the area by encouraging the local population to accept the new order of things. We would have to make a concession to Ukraine in the form of relinquishing our claim to Snake Island, a disputed island in the Black Sea, and the surrounding area.;;;;;;;;;;X
EVT_68511_NAME;Integration of Transnistria;;;;;;;;;;X
EVT_68511_DESC;Integrating Transnistria into Romania has proven to be a large problem for Romanian civil administration, largely due to Russian and Ukrainian sabotage actions. Since one third of Transnistrian population is Ukrainian, we could help immensely in stabilizing the area by encouraging the local population to accept the new order of things. Romania has therefore turned to us for help. They will relinquish their claim on Snake Island, a disputed Island in the Black Sea, and the surrounding waters, if we mediate and help restore order in Transnistria.;;;;;;;;;;X
EVT_68512_NAME;Ukraine will mediate;;;;;;;;;;X
EVT_68512_DESC;Ukrainian government has agreed to our proposal. They will help mediate in the Transnistrian affair, and in return we will relinquish our claim to Snake Island.;;;;;;;;;;X
EVT_38078_NAME;Grand Islamic Alliance;;;;;;;;;;X
EVT_38078_DESC;The recent war with the United States shows that we're very vulnerable alone. Fortunately for us, several Islamist coups have occured in some Muslim countries, most notably Egypt and Jordan. These countries are now away from the American sphere of influence and they show increased hostility towards the U.S. We should use this to our advantage and try to form a military alliance of Muslim states who desire to get rid of the US imperialist yoke. Our diplomatic staff has already made arrangements for high-ranking meetings with leaders of Egypt, Syria and Jordan in which we could attempt to persuade them to join us in the new alliance, called the Eastern Coalition (ECON).;;;;;;;;;;X
EVT_38079_NAME;Grand Islamic Alliance;;;;;;;;;;X
EVT_38079_DESC;Iran has engaged in a renewed diplomatic offensive: they are proposing that we join them in a military alliance called the Eastern Coalition (ECON). This new alliance, which is supposed to act with the aim of eliminating the US-presence in the Middle East, will provide its signatory states numerous possibilities for military and other types of cooperation, including a mutual defense clause.;;;;;;;;;;X
EVT_38080_NAME;Grand Islamic Alliance;;;;;;;;;;X
EVT_38080_DESC;Iran has engaged in a renewed diplomatic offensive: they are proposing that we join them in a military alliance called the Eastern Coalition (ECON). This new alliance, which is supposed to act with the aim of eliminating the US-presence in the Middle East, will provide its signatory states numerous possibilities for military and other types of cooperation, including a mutual defense clause.;;;;;;;;;;X
EVT_38081_NAME;Grand Islamic Alliance;;;;;;;;;;X
EVT_38081_DESC;Iran has engaged in a renewed diplomatic offensive: they are proposing that we join them in a military alliance called the Eastern Coalition (ECON). This new alliance, which is supposed to act with the aim of eliminating the US-presence in the Middle East, will provide its signatory states numerous possibilities for military and other types of cooperation, including a mutual defense clause.;;;;;;;;;;X
EVT_38082_NAME;Syria joins ECON;;;;;;;;;;X
EVT_38082_DESC;Syria has accepted our proposal and they will join our alliance.;;;;;;;;;;X
EVT_38083_NAME;Egypt joins ECON;;;;;;;;;;X
EVT_38083_DESC;Egypt has accepted our proposal and they will join our alliance.;;;;;;;;;;X
EVT_38084_NAME;Jordan joins ECON;;;;;;;;;;X
EVT_38084_DESC;Jordan has accepted our proposal and they will join our alliance.;;;;;;;;;;X
EVT_38085_NAME;Assistance to ECON countries;;;;;;;;;;X
EVT_38085_DESC;ECON, the new military alliance in the Middle East, is beginning to pose a serious threat to US influence in one of the most important regions of the World. With this in mind, it might be profitable to assist ECON countries in anyway we can. Possibilities range from civilian help only to full military and industrial aid and cooperation.;;;;;;;;;;X
